Time               	Data
19:32:33.356       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 00 c0 00 00 2a
19:32:33.356       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 c0
19:32:33.358       	00 00 46 dd 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:33.358       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 90 00
19:32:33.359       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 80 10 00 00 1e
19:32:33.360       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 10
19:32:33.360       	00 00 49 5f 26 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 00 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19:32:33.457       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 90 00
19:32:33.458       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 80 7c 00 02 00
19:32:33.459       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 90 00
19:32:33.459       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:33.460       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.461       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:33.461       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:33.462       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:33.462       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:33.464       	00 00 46 dd 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:33.464       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:33.465       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 80 aa 00 00 08
19:32:33.465       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 aa
19:32:33.466       	00 00 49 5f 10 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 a9 06 82 01 01 83 01 07
19:32:33.471       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:33.472       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 08 04 02
19:32:33.472       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.473       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f e2
19:32:33.473       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:33.474       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:33.474       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.475       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:33.475       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:33.476       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:33.476       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:33.478       	00 00 46 dd 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:33.479       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:33.479       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:33.480       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.480       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f e2
19:32:33.481       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:33.482       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:33.482       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.483       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:33.483       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:33.484       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:33.484       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:33.486       	00 00 46 dd 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:33.486       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:33.487       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 b0 82 00 0a
19:32:33.488       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:33.488       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 b0 82 00 0a
19:32:33.489       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:33.490       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 08 04 02
19:32:33.490       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.491       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f 05
19:32:33.492       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:33.492       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:33.493       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.493       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:33.494       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:33.494       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:33.495       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:33.497       	00 00 46 dd 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:33.497       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:33.498       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:33.498       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.499       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f 05
19:32:33.499       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:33.500       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 80 10 00 00 1e
19:32:33.500       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 10
19:32:33.501       	00 00 49 5f 26 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 ff ff ff ff 5f dd 00 df ff 03 02 1f e2 00 00 00 c3 c9 00 00 00 00 40 00 50 00 00 00 00 08
19:32:33.607       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 91 0f
19:32:33.608       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 08 04 02
19:32:33.608       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.609       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f 00
19:32:33.610       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:33.610       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:33.611       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.611       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:33.612       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:33.612       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:33.613       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:33.615       	00 00 46 dd 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:33.615       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 91 0f
19:32:33.616       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:33.616       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:33.617       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f 00
19:32:33.617       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:33.726       	00 00 49 5f 1e 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 3b 9f 96 80 3f c7 83 80 31 e0 73 f6 21 13 67 56 07 58 e0 24 04 10
19:32:33.832       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 80 7c 04 00 09
19:32:33.896       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 7c
19:32:33.897       	00 00 49 5f 11 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 80 01 02 90 01 01 91 01 02
19:32:33.902       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 61 0a
19:32:33.903       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 00 c0 00 00 0a
19:32:33.903       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 c0
19:32:33.903       	00 00 49 5f 12 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 80 01 02 90 02 01 01 91 01 02
19:32:33.904       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 90 00
19:32:33.904       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 00 a4 00 04 02
19:32:33.905       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 a4
19:32:33.905       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 3f 00
19:32:33.909       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 61 2a
19:32:33.910       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 00 c0 00 00 2a
19:32:33.910       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 c0
19:32:33.912       	00 00 a8 ff 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:33.912       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 90 00
19:32:33.913       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 80 aa 00 00 08
19:32:33.914       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 aa
19:32:33.914       	00 00 49 5f 10 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 a9 06 82 01 01 83 01 07
19:32:33.919       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 90 00
19:32:33.920       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 80 10 00 00 1e
19:32:33.920       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 10
19:32:33.921       	00 00 49 5f 26 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 00 00 80 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
19:32:34.018       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 90 00
19:32:34.019       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 00 00 80 7c 00 02 00
19:32:34.020       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 90 00
19:32:34.020       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:34.021       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.021       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:34.022       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:34.022       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:34.023       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:34.025       	00 00 a8 ff 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:34.025       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:34.025       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 80 aa 00 00 08
19:32:34.026       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 aa
19:32:34.027       	00 00 49 5f 10 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 a9 06 82 01 01 83 01 07
19:32:34.032       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:34.032       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 08 04 02
19:32:34.033       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.033       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f e2
19:32:34.034       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:34.035       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:34.035       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.036       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:34.036       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:34.037       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:34.037       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:34.039       	00 00 a8 ff 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:34.039       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:34.040       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:34.040       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.041       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f e2
19:32:34.042       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:34.042       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:34.043       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.043       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:34.044       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:34.044       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:34.045       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:34.047       	00 00 a8 ff 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:34.047       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:34.048       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 b0 82 00 0a
19:32:34.048       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:34.049       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 b0 82 00 0a
19:32:34.050       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:34.051       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 08 04 02
19:32:34.051       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.052       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f 05
19:32:34.052       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:34.053       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:34.053       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.054       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:34.054       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:34.055       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:34.055       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:34.058       	00 00 a8 ff 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:34.058       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 90 00
19:32:34.058       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:34.059       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.059       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f 05
19:32:34.060       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:34.061       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 80 10 00 00 1e
19:32:34.061       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 10
19:32:34.062       	00 00 49 5f 26 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 ff ff ff ff 5f dd 00 df ff 03 02 1f e2 00 00 00 c3 c9 00 00 00 00 40 00 50 00 00 00 00 08
19:32:34.168       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 91 0f
19:32:34.169       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 08 04 02
19:32:34.169       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.170       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f 00
19:32:34.170       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:34.171       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:34.172       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.172       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 3f 00
19:32:34.173       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 61 2a
19:32:34.173       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 c0 00 00 2a
19:32:34.174       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 c0
19:32:34.176       	00 00 a8 ff 32 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 62 28 82 02 78 21 83 02 3f 00 a5 06 80 01 71 87 01 01 8a 01 05 ab 0b 80 01 87 a4 06 83 01 0a 95 01 08 c6 06 90 01 00 83 01 01
19:32:34.176       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 91 0f
19:32:34.176       	00 00 49 5f 0d 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 00 a4 00 04 02
19:32:34.177       	00 00 49 5f 09 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 a4
19:32:34.177       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 00 01 02 00 2f 00
19:32:34.178       	00 00 49 5f 0a 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 02 00 6a 82
19:32:34.289       	00 00 49 5f 1e 00 00 00 14 00 00 00 14 00 00 00 ff ff 00 00 01 01 00 00 3b 9f 96 80 3f c7 83 80 31 e0 73 f6 21 13 67 56 07 58 e0 24 04 10
